EXPEDIENTE;ANNO;X_TRAMO;FECHA_FALTA;DIA_COMPLETO;ESTUDIOS;GRUPO;MATERIA;AUSENCIAS;RETRASOS;JUSTIFICADAS
10013337;2025;294604;02/03/2026;N;1º de CFGM (LOFP) - Gestión Administrativa;1º GA D;Tratamiento informático de la información;1;0;0
10013337;2025;294582;11/03/2026;N;1º de CFGM (LOFP) - Gestión Administrativa;1º GA D;Técnica contable;1;0;0
10013337;2025;294604;13/03/2026;N;1º de CFGM (LOFP) - Gestión Administrativa;1º GA D;Operaciones auxiliares de gestión de tesorería;1;0;0
9825077;2025;294604;12/09/2025;N;2º de Bachillerato - Ciencias y Tecnología (LOMLOE);2º BACH C;Historia de España;1;0;0
9825077;2025;294584;14/01/2026;N;2º de Bachillerato - Ciencias y Tecnología (LOMLOE);2º BACH C;Lengua castellana y literatura II;1;0;0
9778289;2025;294584;07/10/2025;N;4º de ESO (LOMLOE);4ºD DIVER;Educación Física;1;0;0
9831860;2025;;02/03/2026;S;4º de ESO (LOMLOE);4ºD NBL;;1;0;1
10013337;2025;294582;05/11/2025;N;1º de CFGM (LOFP) - Gestión Administrativa;1º GA D;Técnica contable;1;0;0
10013337;2025;294584;10/12/2025;N;1º de CFGM (LOFP) - Gestión Administrativa;1º GA D;Técnica contable;1;0;0
10013337;2025;294604;03/03/2026;N;1º de CFGM (LOFP) - Gestión Administrativa;1º GA D;Técnica contable;1;0;0
10208350;2025;294582;04/03/2026;N;1º de PEFP - Actividades Auxiliares en Viveros, Jardines y Centros de Jardinería;1 PEFP JAR;Autonomía y desarrollo personal;0;1;0
9769059;2025;294582;23/09/2025;N;2º CFGB (LOFP) - Servicios Administrativos;2º CFGB SA;Preparación de pedidos y venta de productos;1;0;0
9825077;2025;294585;12/03/2026;N;2º de Bachillerato - Ciencias y Tecnología (LOMLOE);2º BACH C;Inglés II (primer idioma);1;0;0
9778289;2025;294585;28/10/2025;N;4º de ESO (LOMLOE);4ºD DIVER;Ámbito Científico-Tecnológico;1;0;1
9778289;2025;294584;17/11/2025;N;4º de ESO (LOMLOE);4ºD DIVER;Ámbito Lingüístico y Social;1;0;1
9778289;2025;294582;04/12/2025;N;4º de ESO (LOMLOE);4ºD DIVER;Ámbito Lingüístico y Social;0;1;0
9778289;2025;294585;09/12/2025;N;4º de ESO (LOMLOE);4ºD DIVER;Ámbito Científico-Tecnológico;1;0;1
9778289;2025;294584;17/12/2025;N;4º de ESO (LOMLOE);4ºD DIVER;Digitalización;1;0;0
9769059;2025;294604;17/12/2025;N;2º CFGB (LOFP) - Servicios Administrativos;2º CFGB SA;Aplicaciones básicas de ofimática;1;0;0
9769059;2025;294604;09/02/2026;N;2º CFGB (LOFP) - Servicios Administrativos;2º CFGB SA;Aplicaciones básicas de ofimática;1;0;0
9769059;2025;294582;16/03/2026;N;2º CFGB (LOFP) - Servicios Administrativos;2º CFGB SA;Ámbito de Ciencias Aplicadas;1;0;0
10051542;2025;;15/10/2025;S;1º de CFGM (LOFP) - Sistemas Microinformáticos y Redes;1º SMR D;;1;0;1
9823374;2025;294582;25/09/2025;N;2º de Bachillerato - Ciencias y Tecnología (LOMLOE);2º BACH C;Matemáticas II;1;0;0
10279922;2025;294630;23/01/2026;N;1º de CFGM (LOFP) - Sistemas Microinformáticos y Redes;1º SMR V;Montaje y mantenimiento de equipos;1;0;0
10279922;2025;294647;29/01/2026;N;1º de CFGM (LOFP) - Sistemas Microinformáticos y Redes;1º SMR V;Inglés profesional para los ciclos formativos de Grado Medio;1;0;1
9769059;2025;294627;20/11/2025;N;2º CFGB (LOFP) - Servicios Administrativos;2º CFGB SA;Ámbito de Ciencias Aplicadas;1;0;0
9769059;2025;294604;03/12/2025;N;2º CFGB (LOFP) - Servicios Administrativos;2º CFGB SA;Aplicaciones básicas de ofimática;1;0;1
9769059;2025;294627;22/01/2026;N;2º CFGB (LOFP) - Servicios Administrativos;2º CFGB SA;Ámbito de Ciencias Aplicadas;1;0;0
9769059;2025;294585;12/02/2026;N;2º CFGB (LOFP) - Servicios Administrativos;2º CFGB SA;Ámbito de Ciencias Aplicadas;1;0;0
9769059;2025;294604;20/02/2026;N;2º CFGB (LOFP) - Servicios Administrativos;2º CFGB SA;Ámbito de Ciencias Aplicadas;1;0;0
9769059;2025;294627;03/03/2026;N;2º CFGB (LOFP) - Servicios Administrativos;2º CFGB SA;Aplicaciones básicas de ofimática;1;0;0
9778289;2025;294605;04/02/2026;N;4º de ESO (LOMLOE);4ºD DIVER;;1;0;0
9778289;2025;294582;24/02/2026;N;4º de ESO (LOMLOE);4ºD DIVER;;1;0;0
9778289;2025;294584;09/03/2026;N;4º de ESO (LOMLOE);4ºD DIVER;Ámbito Lingüístico y Social;1;0;1
9829122;2025;294585;02/10/2025;N;2º de Bachillerato - Humanidades y Ciencias Sociales (LOMLOE);2º BACH A;Lengua castellana y literatura II;1;0;0
9829122;2025;294604;06/10/2025;N;2º de Bachillerato - Humanidades y Ciencias Sociales (LOMLOE);2º BACH A;Historia de la Filosofía;1;0;0
9829122;2025;294584;24/10/2025;N;2º de Bachillerato - Humanidades y Ciencias Sociales (LOMLOE);2º BACH A;Historia de España;1;0;0
9829122;2025;294582;29/10/2025;N;2º de Bachillerato - Humanidades y Ciencias Sociales (LOMLOE);2º BACH A;Matemáticas aplicadas a las Ciencias Sociales II;0;1;0
9829122;2025;294584;20/11/2025;N;2º de Bachillerato - Humanidades y Ciencias Sociales (LOMLOE);2º BACH A;Historia de la Filosofía;1;0;0
9829122;2025;294582;16/03/2026;N;2º de Bachillerato - Humanidades y Ciencias Sociales (LOMLOE);2º BACH A;Empresa y diseño de modelos de negocio;1;0;0
10236671;2025;294585;29/09/2025;N;1º CFGB (LOFP) - Servicios Administrativos;1º CFGB SA;Ámbito de Ciencias Aplicadas;1;0;0
9778289;2025;294627;22/01/2026;N;4º de ESO (LOMLOE);4ºD DIVER;Ámbito Científico-Tecnológico;1;0;1
9778289;2025;294584;27/01/2026;N;4º de ESO (LOMLOE);4ºD DIVER;Educación Física;1;0;0
9778289;2025;294605;20/03/2026;N;4º de ESO (LOMLOE);4ºD DIVER;Ámbito Científico-Tecnológico;1;0;1
9778289;2025;;27/10/2025;S;4º de ESO (LOMLOE);4ºD DIVER;;1;0;1
9829122;2025;294582;12/12/2025;N;2º de Bachillerato - Humanidades y Ciencias Sociales (LOMLOE);2º BACH A;Francés II (segundo idioma);1;0;0
10236671;2025;294584;01/10/2025;N;1º CFGB (LOFP) - Servicios Administrativos;1º CFGB SA;Tratamiento informático de datos;1;0;0
10236671;2025;294605;24/10/2025;N;1º CFGB (LOFP) - Servicios Administrativos;1º CFGB SA;;1;0;0
10236671;2025;294584;27/10/2025;N;1º CFGB (LOFP) - Servicios Administrativos;1º CFGB SA;Técnicas administrativas básicas;1;0;0
10236671;2025;294604;05/11/2025;N;1º CFGB (LOFP) - Servicios Administrativos;1º CFGB SA;Archivo y comunicación;1;0;0
10236671;2025;294582;06/11/2025;N;1º CFGB (LOFP) - Servicios Administrativos;1º CFGB SA;Tratamiento informático de datos;1;0;0
10236671;2025;294605;18/11/2025;N;1º CFGB (LOFP) - Servicios Administrativos;1º CFGB SA;Tratamiento informático de datos;1;0;0
10236671;2025;294582;19/11/2025;N;1º CFGB (LOFP) - Servicios Administrativos;1º CFGB SA;Tratamiento informático de datos;1;0;0
9792056;2025;294627;09/01/2026;N;2º de Bachillerato - Ciencias y Tecnología (LOMLOE);2º BACH C;Biología;1;0;0
9792056;2025;294584;10/02/2026;N;2º de Bachillerato - Ciencias y Tecnología (LOMLOE);2º BACH C;Matemáticas II;1;0;0
10115759;2025;294584;29/09/2025;N;1º de PEFP - Actividades Auxiliares en Viveros, Jardines y Centros de Jardinería;1 PEFP JAR;Autonomía y desarrollo personal;1;0;0
10115759;2025;;06/03/2026;S;1º de PEFP - Actividades Auxiliares en Viveros, Jardines y Centros de Jardinería;1 PEFP JAR;;1;0;0
10017420;2025;294585;15/10/2025;N;1º de CFGM (LOFP) - Gestión Administrativa;1º GA D;Operaciones auxiliares de gestión de tesorería;1;0;1
10017420;2025;294604;17/12/2025;N;1º de CFGM (LOFP) - Gestión Administrativa;1º GA D;Inglés profesional para los ciclos formativos de Grado Medio;1;0;0
10053468;2025;294650;17/09/2025;N;1º de CFGM (LOFP) - Gestión Administrativa;1º GA V;Digitalización aplicada al sector productivo;1;0;0
10053468;2025;294630;25/09/2025;N;1º de CFGM (LOFP) - Gestión Administrativa;1º GA V;Tratamiento informático de la información;1;0;0
10053468;2025;294646;27/10/2025;N;1º de CFGM (LOFP) - Gestión Administrativa;1º GA V;Tratamiento informático de la información;1;0;0
10236671;2025;294582;28/10/2025;N;1º CFGB (LOFP) - Servicios Administrativos;1º CFGB SA;Técnicas administrativas básicas;1;0;0
9792056;2025;294582;18/12/2025;N;2º de Bachillerato - Ciencias y Tecnología (LOMLOE);2º BACH C;Matemáticas II;1;0;0
10115759;2025;294585;06/10/2025;N;1º de PEFP - Actividades Auxiliares en Viveros, Jardines y Centros de Jardinería;1 PEFP JAR;Iniciación a la actividad laboral y emprendedora;1;0;0
10395299;2025;294627;16/03/2026;N;Curso de acceso a CFGM;CAGM;Ámbito de Comunicación;1;0;0
10395299;2025;294584;16/03/2026;N;Curso de acceso a CFGM;CAGM;Ámbito Científico-Tecnológico;1;0;0
10236671;2025;294584;24/11/2025;N;1º CFGB (LOFP) - Servicios Administrativos;1º CFGB SA;Técnicas administrativas básicas;1;0;0
10236671;2025;294582;24/11/2025;N;1º CFGB (LOFP) - Servicios Administrativos;1º CFGB SA;Técnicas administrativas básicas;1;0;0
10236671;2025;294627;26/11/2025;N;1º CFGB (LOFP) - Servicios Administrativos;1º CFGB SA;Archivo y comunicación;1;0;0
10236671;2025;294604;11/12/2025;N;1º CFGB (LOFP) - Servicios Administrativos;1º CFGB SA;Técnicas administrativas básicas;1;0;0
10236671;2025;294604;15/12/2025;N;1º CFGB (LOFP) - Servicios Administrativos;1º CFGB SA;Tratamiento informático de datos;1;0;0
10236671;2025;294604;20/01/2026;N;1º CFGB (LOFP) - Servicios Administrativos;1º CFGB SA;Tratamiento informático de datos;1;0;0
10236671;2025;294582;29/01/2026;N;1º CFGB (LOFP) - Servicios Administrativos;1º CFGB SA;Tratamiento informático de datos;1;0;0
10236671;2025;294585;02/02/2026;N;1º CFGB (LOFP) - Servicios Administrativos;1º CFGB SA;Ámbito de Ciencias Aplicadas;1;0;0
10053468;2025;294648;18/11/2025;N;1º de CFGM (LOFP) - Gestión Administrativa;1º GA V;Técnica contable;1;0;0
10053468;2025;294648;09/12/2025;N;1º de CFGM (LOFP) - Gestión Administrativa;1º GA V;Técnica contable;1;0;0
10053468;2025;294650;10/12/2025;N;1º de CFGM (LOFP) - Gestión Administrativa;1º GA V;Digitalización aplicada al sector productivo;1;0;0
10053468;2025;294648;11/12/2025;N;1º de CFGM (LOFP) - Gestión Administrativa;1º GA V;Operaciones administrativas de compraventa;1;0;0
10053468;2025;294647;08/01/2026;N;1º de CFGM (LOFP) - Gestión Administrativa;1º GA V;Operaciones auxiliares de gestión de tesorería;1;0;0
10053468;2025;294647;09/01/2026;N;1º de CFGM (LOFP) - Gestión Administrativa;1º GA V;Tratamiento informático de la información;1;0;0
10053468;2025;294647;13/01/2026;N;1º de CFGM (LOFP) - Gestión Administrativa;1º GA V;Inglés profesional para los ciclos formativos de Grado Medio;1;0;0
10053468;2025;294630;19/01/2026;N;1º de CFGM (LOFP) - Gestión Administrativa;1º GA V;Operaciones administrativas de compraventa;1;0;0
10053468;2025;294647;19/01/2026;N;1º de CFGM (LOFP) - Gestión Administrativa;1º GA V;Tratamiento informático de la información;1;0;0
10053468;2025;294646;19/01/2026;N;1º de CFGM (LOFP) - Gestión Administrativa;1º GA V;Tratamiento informático de la información;1;0;0
10053468;2025;294648;19/01/2026;N;1º de CFGM (LOFP) - Gestión Administrativa;1º GA V;Operaciones administrativas de compraventa;1;0;0
10041215;2025;294582;20/10/2025;N;2º de Bachillerato - Ciencias y Tecnología (LOMLOE);2º BACH C;Química;1;0;0
10041215;2025;294582;03/12/2025;N;2º de Bachillerato - Ciencias y Tecnología (LOMLOE);2º BACH C;Matemáticas II;1;0;0
10041215;2025;294582;05/12/2025;N;2º de Bachillerato - Ciencias y Tecnología (LOMLOE);2º BACH C;Investigación y desarrollo científico;1;0;0
10041215;2025;294585;11/12/2025;N;2º de Bachillerato - Ciencias y Tecnología (LOMLOE);2º BACH C;Inglés II (primer idioma);1;0;0
10041215;2025;294584;26/01/2026;N;2º de Bachillerato - Ciencias y Tecnología (LOMLOE);2º BACH C;Historia de la Filosofía;1;0;0
10041215;2025;294582;04/02/2026;N;2º de Bachillerato - Ciencias y Tecnología (LOMLOE);2º BACH C;Matemáticas II;1;0;0
10041215;2025;294582;10/03/2026;N;2º de Bachillerato - Ciencias y Tecnología (LOMLOE);2º BACH C;Historia de la Filosofía;1;0;0
10041215;2025;294582;17/03/2026;N;2º de Bachillerato - Ciencias y Tecnología (LOMLOE);2º BACH C;Historia de la Filosofía;1;0;0
9748471;2025;294604;15/10/2025;N;2º de CFGM (LOFP) - Sistemas Microinformáticos y Redes;2º SMR D;Sistemas operativos en red;1;0;1
9748471;2025;294605;05/02/2026;N;2º de CFGM (LOFP) - Sistemas Microinformáticos y Redes;2º SMR D;Aplicaciones ofimáticas;1;0;0
9748683;2025;294585;28/10/2025;N;2º de CFGM (LOFP) - Sistemas Microinformáticos y Redes;2º SMR D;Servicios en red;1;0;1
9748683;2025;294585;30/10/2025;N;2º de CFGM (LOFP) - Sistemas Microinformáticos y Redes;2º SMR D;Seguridad informática;1;0;0
9748683;2025;294582;28/11/2025;N;2º de CFGM (LOFP) - Sistemas Microinformáticos y Redes;2º SMR D;Sistemas operativos en red;0;1;0
9748683;2025;294604;11/12/2025;N;2º de CFGM (LOFP) - Sistemas Microinformáticos y Redes;2º SMR D;Aplicaciones ofimáticas;1;0;0
10206853;2025;294627;22/09/2025;N;2º CFGB (LOFP) - Informática de oficina;2º CFGB IO;Instalación y mantenimiento de redes para transmisión de datos;1;0;0
10206853;2025;294584;14/10/2025;N;2º CFGB (LOFP) - Informática de oficina;2º CFGB IO;Ámbito de Ciencias Aplicadas;1;0;0
10206853;2025;294604;22/10/2025;N;2º CFGB (LOFP) - Informática de oficina;2º CFGB IO;Ámbito de Ciencias Aplicadas;1;0;0
10206853;2025;294584;28/10/2025;N;2º CFGB (LOFP) - Informática de oficina;2º CFGB IO;Ámbito de Ciencias Aplicadas;1;0;0
10206853;2025;294585;10/11/2025;N;2º CFGB (LOFP) - Informática de oficina;2º CFGB IO;Ámbito de Ciencias Aplicadas;1;0;0
9945137;2025;294604;17/09/2025;N;2º de Bachillerato - Ciencias y Tecnología (LOMLOE);2º BACH C;Creación de Contenidos Artísticos y Audiovisuales;1;0;0
9945137;2025;294582;28/10/2025;N;2º de Bachillerato - Ciencias y Tecnología (LOMLOE);2º BACH C;Historia de la Filosofía;1;0;1
9945137;2025;294604;27/11/2025;N;2º de Bachillerato - Ciencias y Tecnología (LOMLOE);2º BACH C;Creación de Contenidos Artísticos y Audiovisuales;1;0;0
9945137;2025;294585;09/12/2025;N;2º de Bachillerato - Ciencias y Tecnología (LOMLOE);2º BACH C;Dibujo Técnico II;1;0;0
9945137;2025;294605;10/12/2025;N;2º de Bachillerato - Ciencias y Tecnología (LOMLOE);2º BACH C;Inglés II (primer idioma);1;0;0
9784728;2025;294627;15/09/2025;N;4º de ESO (LOMLOE);4ºD NBL;Digitalización;1;0;0
10395299;2025;294584;02/03/2026;N;Curso de acceso a CFGM;CAGM;Ámbito Científico-Tecnológico;1;0;0
10395299;2025;;05/03/2026;S;Curso de acceso a CFGM;CAGM;;1;0;1
10395299;2025;;06/03/2026;S;Curso de acceso a CFGM;CAGM;;1;0;1
10236671;2025;294627;10/12/2025;N;1º CFGB (LOFP) - Servicios Administrativos;1º CFGB SA;Archivo y comunicación;1;0;0
9748683;2025;294627;22/09/2025;N;2º de CFGM (LOFP) - Sistemas Microinformáticos y Redes;2º SMR D;Itinerario personal para la empleabilidad II;1;0;0
9748683;2025;294605;29/10/2025;N;2º de CFGM (LOFP) - Sistemas Microinformáticos y Redes;2º SMR D;Sistemas operativos en red;1;0;0
9748683;2025;294605;18/11/2025;N;2º de CFGM (LOFP) - Sistemas Microinformáticos y Redes;2º SMR D;Seguridad informática;1;0;0
10206853;2025;294584;27/11/2025;N;2º CFGB (LOFP) - Informática de oficina;2º CFGB IO;Instalación y mantenimiento de redes para transmisión de datos;1;0;0
9784728;2025;294604;16/09/2025;N;4º de ESO (LOMLOE);4ºD NBL;Lengua Castellana y Literatura;1;0;0
9784728;2025;294627;17/09/2025;N;4º de ESO (LOMLOE);4ºD NBL;Matemáticas A;1;0;0
10236671;2025;294604;23/02/2026;N;1º CFGB (LOFP) - Servicios Administrativos;1º CFGB SA;Tratamiento informático de datos;1;0;0
10236671;2025;294582;25/02/2026;N;1º CFGB (LOFP) - Servicios Administrativos;1º CFGB SA;Tratamiento informático de datos;1;0;0
10236671;2025;294605;27/02/2026;N;1º CFGB (LOFP) - Servicios Administrativos;1º CFGB SA;;1;0;0
10236671;2025;294627;04/03/2026;N;1º CFGB (LOFP) - Servicios Administrativos;1º CFGB SA;Archivo y comunicación;1;0;0
10236671;2025;294604;04/03/2026;N;1º CFGB (LOFP) - Servicios Administrativos;1º CFGB SA;Archivo y comunicación;1;0;0
10236671;2025;294584;05/03/2026;N;1º CFGB (LOFP) - Servicios Administrativos;1º CFGB SA;Tratamiento informático de datos;1;0;0
10236671;2025;294585;09/03/2026;N;1º CFGB (LOFP) - Servicios Administrativos;1º CFGB SA;Ámbito de Ciencias Aplicadas;1;0;0
10236671;2025;294584;16/03/2026;N;1º CFGB (LOFP) - Servicios Administrativos;1º CFGB SA;Técnicas administrativas básicas;1;0;0
9748683;2025;294627;17/12/2025;N;2º de CFGM (LOFP) - Sistemas Microinformáticos y Redes;2º SMR D;Sistemas operativos en red;1;0;0
9748683;2025;294584;18/12/2025;N;2º de CFGM (LOFP) - Sistemas Microinformáticos y Redes;2º SMR D;Seguridad informática;1;0;0
9748683;2025;294584;19/12/2025;N;2º de CFGM (LOFP) - Sistemas Microinformáticos y Redes;2º SMR D;Sistemas operativos en red;1;0;0
9748683;2025;294584;08/01/2026;N;2º de CFGM (LOFP) - Sistemas Microinformáticos y Redes;2º SMR D;Seguridad informática;1;0;0
9748683;2025;294582;09/01/2026;N;2º de CFGM (LOFP) - Sistemas Microinformáticos y Redes;2º SMR D;Sistemas operativos en red;1;0;0
9748683;2025;294605;29/01/2026;N;2º de CFGM (LOFP) - Sistemas Microinformáticos y Redes;2º SMR D;Aplicaciones ofimáticas;1;0;0
9748683;2025;294627;18/03/2026;N;2º de CFGM (LOFP) - Sistemas Microinformáticos y Redes;2º SMR D;Sistemas operativos en red;1;0;0
10206853;2025;294627;15/12/2025;N;2º CFGB (LOFP) - Informática de oficina;2º CFGB IO;Instalación y mantenimiento de redes para transmisión de datos;1;0;0
10206853;2025;294605;09/02/2026;N;2º CFGB (LOFP) - Informática de oficina;2º CFGB IO;Instalación y mantenimiento de redes para transmisión de datos;1;0;0
10206853;2025;294584;16/03/2026;N;2º CFGB (LOFP) - Informática de oficina;2º CFGB IO;Ámbito de Ciencias Aplicadas;1;0;0
10206853;2025;294584;17/03/2026;N;2º CFGB (LOFP) - Informática de oficina;2º CFGB IO;Ámbito de Ciencias Aplicadas;1;0;0
9945137;2025;294604;09/01/2026;N;2º de Bachillerato - Ciencias y Tecnología (LOMLOE);2º BACH C;Historia de España;1;0;0
9945137;2025;294582;13/01/2026;N;2º de Bachillerato - Ciencias y Tecnología (LOMLOE);2º BACH C;Historia de la Filosofía;1;0;0
9945137;2025;294605;14/01/2026;N;2º de Bachillerato - Ciencias y Tecnología (LOMLOE);2º BACH C;Inglés II (primer idioma);1;0;0
9945137;2025;294604;10/03/2026;N;2º de Bachillerato - Ciencias y Tecnología (LOMLOE);2º BACH C;Lengua castellana y literatura II;1;0;0
9829186;2025;294582;04/02/2026;N;2º de Bachillerato - Ciencias y Tecnología (LOMLOE);2º BACH C;Matemáticas II;1;0;0
9829186;2025;294585;12/03/2026;N;2º de Bachillerato - Ciencias y Tecnología (LOMLOE);2º BACH C;Inglés II (primer idioma);1;0;0
9784728;2025;294604;06/10/2025;N;4º de ESO (LOMLOE);4ºD NBL;Música;0;1;0
9784728;2025;294585;08/10/2025;N;4º de ESO (LOMLOE);4ºD NBL;Lengua Castellana y Literatura;1;0;0
9748683;2025;;17/09/2025;S;2º de CFGM (LOFP) - Sistemas Microinformáticos y Redes;2º SMR D;;1;0;1
9748683;2025;;13/01/2026;S;2º de CFGM (LOFP) - Sistemas Microinformáticos y Redes;2º SMR D;;1;0;1
9784728;2025;294584;15/10/2025;N;4º de ESO (LOMLOE);4ºD NBL;Digitalización;1;0;0
9784728;2025;294584;17/10/2025;N;4º de ESO (LOMLOE);4ºD NBL;Música;1;0;0
9784728;2025;294604;06/11/2025;N;4º de ESO (LOMLOE);4ºD NBL;Matemáticas A;1;0;0
9784728;2025;294627;10/11/2025;N;4º de ESO (LOMLOE);4ºD NBL;Digitalización;1;0;0
9784728;2025;294604;11/11/2025;N;4º de ESO (LOMLOE);4ºD NBL;Lengua Castellana y Literatura;1;0;0
9784728;2025;294584;13/11/2025;N;4º de ESO (LOMLOE);4ºD NBL;Geografía e Historia;1;0;0
9784728;2025;294582;20/11/2025;N;4º de ESO (LOMLOE);4ºD NBL;Expresión Artística;1;0;0
9784728;2025;294605;21/11/2025;N;4º de ESO (LOMLOE);4ºD NBL;Expresión Artística;1;0;0
10236653;2025;294630;03/10/2025;N;1º de CFGM (LOFP) - Sistemas Microinformáticos y Redes;1º SMR V;Montaje y mantenimiento de equipos;1;0;1
10236653;2025;294646;22/01/2026;N;1º de CFGM (LOFP) - Sistemas Microinformáticos y Redes;1º SMR V;Inglés profesional para los ciclos formativos de Grado Medio;0;1;0
10267821;2025;294604;13/10/2025;N;1º CFGB (LOFP) - Servicios Administrativos;1º CFGB SA;Tratamiento informático de datos;1;0;0
10267821;2025;294582;15/10/2025;N;1º CFGB (LOFP) - Servicios Administrativos;1º CFGB SA;Tratamiento informático de datos;1;0;0
10267821;2025;294582;01/12/2025;N;1º CFGB (LOFP) - Servicios Administrativos;1º CFGB SA;Técnicas administrativas básicas;1;0;0
10267821;2025;294582;10/12/2025;N;1º CFGB (LOFP) - Servicios Administrativos;1º CFGB SA;Tratamiento informático de datos;1;0;0
10267821;2025;294605;15/12/2025;N;1º CFGB (LOFP) - Servicios Administrativos;1º CFGB SA;Ámbito de Ciencias Aplicadas;1;0;0
10267821;2025;294582;26/01/2026;N;1º CFGB (LOFP) - Servicios Administrativos;1º CFGB SA;Técnicas administrativas básicas;1;0;0
10267821;2025;294582;10/02/2026;N;1º CFGB (LOFP) - Servicios Administrativos;1º CFGB SA;Técnicas administrativas básicas;0;1;0
10267821;2025;294605;11/03/2026;N;1º CFGB (LOFP) - Servicios Administrativos;1º CFGB SA;Itinerario personal para la empleabilidad I;1;0;0
10006783;2025;294649;11/09/2025;N;1º de CFGM (LOFP) - Gestión Administrativa;1º GA V;Técnica contable;1;0;0
10006783;2025;294630;30/10/2025;N;1º de CFGM (LOFP) - Gestión Administrativa;1º GA V;Tratamiento informático de la información;1;0;0
10006783;2025;294648;17/11/2025;N;1º de CFGM (LOFP) - Gestión Administrativa;1º GA V;Operaciones administrativas de compraventa;1;0;0
9750124;2025;294648;26/09/2025;N;2º de CFGM (LOFP) - Gestión Administrativa;2º GA V;Tratamiento de la documentación contable;1;0;0
9750124;2025;294630;28/10/2025;N;2º de CFGM (LOFP) - Gestión Administrativa;2º GA V;Empresa y Administración;1;0;1
9750124;2025;294649;28/10/2025;N;2º de CFGM (LOFP) - Gestión Administrativa;2º GA V;Tratamiento de la documentación contable;1;0;1
9746205;2025;294605;19/01/2026;N;2º de CFGM (LOFP) - Sistemas Microinformáticos y Redes;2º SMR D;Servicios en red;1;0;0
9790042;2025;294627;06/10/2025;N;2º de Bachillerato - Ciencias y Tecnología (LOMLOE);2º BACH B;Historia de la Filosofía;1;0;0
9790042;2025;294627;13/10/2025;N;2º de Bachillerato - Ciencias y Tecnología (LOMLOE);2º BACH B;Historia de la Filosofía;1;0;0
9790042;2025;294627;23/02/2026;N;2º de Bachillerato - Ciencias y Tecnología (LOMLOE);2º BACH B;Historia de la Filosofía;1;0;0
9790042;2025;;09/12/2025;S;2º de Bachillerato - Ciencias y Tecnología (LOMLOE);2º BACH B;;1;0;1
9920652;2025;294605;08/10/2025;N;2º de Bachillerato - Ciencias y Tecnología (LOMLOE);2º BACH B;Historia de la Filosofía;1;0;1
9920652;2025;294585;13/11/2025;N;2º de Bachillerato - Ciencias y Tecnología (LOMLOE);2º BACH B;Inglés II (primer idioma);1;0;0
9920652;2025;294584;18/12/2025;N;2º de Bachillerato - Ciencias y Tecnología (LOMLOE);2º BACH B;Lengua castellana y literatura II;1;0;0
9918470;2025;294604;09/09/2025;N;1º CFGB (LOFP) - Servicios Administrativos;1º CFGB SA;Tratamiento informático de datos;1;0;0
9918470;2025;294585;10/09/2025;N;1º CFGB (LOFP) - Servicios Administrativos;1º CFGB SA;Tratamiento informático de datos;1;0;0
9918470;2025;294582;11/09/2025;N;1º CFGB (LOFP) - Servicios Administrativos;1º CFGB SA;Tratamiento informático de datos;1;0;0
9918470;2025;294605;18/09/2025;N;1º CFGB (LOFP) - Servicios Administrativos;1º CFGB SA;Ámbito de Comunicación y Ciencias Sociales;1;0;0
9785843;2025;294582;05/12/2025;N;2º de Bachillerato - Ciencias y Tecnología (LOMLOE);2º BACH C;Investigación y desarrollo científico;1;0;0
9784728;2025;294627;23/10/2025;N;4º de ESO (LOMLOE);4ºD NBL;Inglés;1;0;0
9784728;2025;294585;20/11/2025;N;4º de ESO (LOMLOE);4ºD NBL;Artes Escénicas, Danza y Folclore;1;0;0
9784728;2025;294585;24/11/2025;N;4º de ESO (LOMLOE);4ºD NBL;Lengua Castellana y Literatura;1;0;0
9746205;2025;294604;03/02/2026;N;2º de CFGM (LOFP) - Sistemas Microinformáticos y Redes;2º SMR D;Seguridad informática;1;0;1
9790042;2025;294627;20/10/2025;N;2º de Bachillerato - Ciencias y Tecnología (LOMLOE);2º BACH B;Historia de la Filosofía;1;0;0
9790042;2025;294585;16/01/2026;N;2º de Bachillerato - Ciencias y Tecnología (LOMLOE);2º BACH B;Matemáticas aplicadas a las Ciencias Sociales II;1;0;0
9790042;2025;294627;05/02/2026;N;2º de Bachillerato - Ciencias y Tecnología (LOMLOE);2º BACH B;Biología;1;0;0
9785843;2025;294605;11/12/2025;N;2º de Bachillerato - Ciencias y Tecnología (LOMLOE);2º BACH C;Química;1;0;0
9785843;2025;294604;16/12/2025;N;2º de Bachillerato - Ciencias y Tecnología (LOMLOE);2º BACH C;Lengua castellana y literatura II;1;0;0
9785843;2025;294627;26/01/2026;N;2º de Bachillerato - Ciencias y Tecnología (LOMLOE);2º BACH C;Inglés II (primer idioma);1;0;0
9785843;2025;294605;06/03/2026;N;2º de Bachillerato - Ciencias y Tecnología (LOMLOE);2º BACH C;Lengua castellana y literatura II;1;0;0
9784728;2025;294582;01/12/2025;N;4º de ESO (LOMLOE);4ºD NBL;Matemáticas A;1;0;0
9784728;2025;294584;03/12/2025;N;4º de ESO (LOMLOE);4ºD NBL;Digitalización;1;0;0
9784728;2025;294605;05/12/2025;N;4º de ESO (LOMLOE);4ºD NBL;Expresión Artística;1;0;0
9784728;2025;294627;10/12/2025;N;4º de ESO (LOMLOE);4ºD NBL;Matemáticas A;1;0;0
